unit_index,task,band,dyad,ch1_index,ch2_index,ch1,ch2,observed_effect,observed_studentized,p_label_unadjusted,p_label_maxT,label_candidate
898,decision,delta,pair23,9,5,Fp1,C4,0.019915148615837097,0.7924829125404358,0.4325134973005399,1.0,False
899,decision,delta,pair23,9,6,Fp1,P4,-0.030676698312163353,-1.1715011596679688,0.241751649670066,1.0,False
900,decision,delta,pair23,9,7,Fp1,Cz,0.014039452187716961,0.5847455263137817,0.5582883423315337,1.0,False
901,decision,delta,pair23,9,8,Fp1,Pz,-0.004137291107326746,-0.14503221213817596,0.8740251949610078,1.0,False
902,decision,delta,pair23,9,9,Fp1,Fp1,0.01595240831375122,0.6199042797088623,0.5290941811637673,1.0,False
903,decision,delta,pair23,9,10,Fp1,Fp2,-0.004167152568697929,-0.18991051614284515,0.8492301539692062,1.0,False
904,decision,delta,pair23,9,11,Fp1,T3,-0.017147989943623543,-0.6909635066986084,0.4941011797640472,1.0,False
905,decision,delta,pair23,9,12,Fp1,T5,0.03745073452591896,1.511551022529602,0.132373525294941,1.0,False
906,decision,delta,pair23,9,13,Fp1,O1,0.03173081576824188,1.3509210348129272,0.17296540691861628,1.0,False
907,decision,delta,pair23,9,14,Fp1,O2,0.04212290793657303,1.605355978012085,0.10317936412717456,1.0,False
908,decision,delta,pair23,9,15,Fp1,F7,-0.024750927463173866,-1.075585126876831,0.28274345130973805,1.0,False
909,decision,delta,pair23,9,16,Fp1,F8,-0.011734290979802608,-0.5004637241363525,0.6200759848030394,1.0,False
910,decision,delta,pair23,9,17,Fp1,T6,-0.013829550705850124,-0.5299396514892578,0.6056788642271546,1.0,False
911,decision,delta,pair23,9,18,Fp1,T4,0.003528983797878027,0.13700345158576965,0.8894221155768847,1.0,False
912,decision,delta,pair23,10,0,Fp2,P3,0.017163611948490143,0.6775631308555603,0.4953009398120376,1.0,False
913,decision,delta,pair23,10,1,Fp2,C3,-0.020088424906134605,-0.8203439116477966,0.40591881623675263,1.0,False
914,decision,delta,pair23,10,2,Fp2,F3,-0.027936166152358055,-1.019249677658081,0.30093981203759246,1.0,False
915,decision,delta,pair23,10,3,Fp2,Fz,0.010058989748358727,0.4470388889312744,0.6502699460107978,1.0,False
916,decision,delta,pair23,10,4,Fp2,F4,0.02658836543560028,1.0174682140350342,0.3091381723655269,1.0,False
917,decision,delta,pair23,10,5,Fp2,C4,-0.014273920096457005,-0.5649111866950989,0.585882823435313,1.0,False
918,decision,delta,pair23,10,6,Fp2,P4,-0.012833237648010254,-0.5209805369377136,0.608878224355129,1.0,False
919,decision,delta,pair23,10,7,Fp2,Cz,-0.005474344361573458,-0.2210492640733719,0.8148370325934813,1.0,False
920,decision,delta,pair23,10,8,Fp2,Pz,0.00545561732724309,0.24774159491062164,0.8132373525294941,1.0,False
921,decision,delta,pair23,10,9,Fp2,Fp1,0.01459986437112093,0.5823572278022766,0.562887422515497,1.0,False
